Date,HomeTeam,AwayTeam,Team,Batsman,Status,R,B,Min,4s,6s
04.03.2021 09:00,West Indies,Sri Lanka,SL Innings,Chameera D.,run out Holder J.,2,2,6,0,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Guptill M.,c Agar A. b Zampa A.,43,28,39,2,3
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Seifert T.,c Stoinis M. b Meredith R.,4,4,10,1,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Williamson K.,lbw Meredith R.,9,6,11,0,1
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Conway D.,c Stoinis M. b Agar A.,38,27,36,5,1
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Phillips G.,c Richardson K. b Agar A.,13,10,19,0,1
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Chapman M.,c Zampa A. b Agar A.,18,10,18,1,1
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Neesham J.,c Wade M. b Agar A.,0,1,5,0,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Southee T.,c Maxwell G. b Agar A.,5,6,7,0,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Jamieson K.,lbw Agar A.,11,9,12,2,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Sodhi I.,c & b Richardson K.,1,2,5,0,0
03.03.2021 17:00,New Zealand,Australia,NZ Innings,Boult T.,not out,0,0,2,0,0
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Wade M.,c Guptill M. b Boult T.,5,6,9,1,0
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Finch A.,c Jamieson K. b Sodhi I.,69,44,71,8,2
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Philippe J.,c Guptill M. b Sodhi I.,43,27,36,3,1
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Maxwell G.,c Seifert T. b Southee T.,70,31,38,8,5
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Stoinis M.,not out,9,8,18,1,0
03.03.2021 17:00,New Zealand,Australia,AUS Innings,Marsh M.,not out,6,6,7,0,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Wade M.,c Williamson K. b Southee T.,24,15,16,3,1
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Finch A.,c Phillips G. b Sodhi I.,12,14,36,1,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Philippe J.,c Conway D. b Santner M.,45,32,39,2,3
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Maxwell G.,c Sodhi I. b Santner M.,3,5,10,0,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Stoinis M.,c Southee T. b Neesham J.,78,37,46,7,5
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Agar A.,c Conway D. b Santner M.,0,1,4,0,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Marsh M.,c Seifert T. b Santner M.,0,1,1,0,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Sams D.,c Phillips G. b Neesham J.,41,15,30,2,4
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Richardson J.,not out,4,1,6,1,0
25.02.2021 12:00,New Zealand,Australia,AUS Innings,Richardson K.,not out,0,0,3,0,0
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Guptill M.,c Stoinis M. b Sams D.,97,50,59,6,8
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Seifert T.,c Finch A. b Richardson K.,3,6,11,0,0
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Williamson K.,b Zampa A.,53,35,55,2,3
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Neesham J.,not out,45,16,35,1,6
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Phillips G.,b Richardson J.,8,6,9,0,1
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Conway D.,c Zampa A. b Richardson K.,2,3,8,0,0
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Santner M.,c Maxwell G. b Richardson K.,0,1,3,0,0
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Southee T.,run out Wade M.,6,3,5,1,0
25.02.2021 12:00,New Zealand,Australia,NZ Innings,Jamieson K.,not out,0,0,3,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Wade M.,c Williamson K. b Boult T.,12,12,17,0,1
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Finch A.,c Conway D. b Southee T.,1,2,3,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Philippe J.,c Conway D. b Boult T.,2,3,5,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Marsh M.,c Santner M. b Jamieson K.,45,33,57,5,2
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Maxwell G.,c Neesham J. b Southee T.,1,5,6,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Stoinis M.,c & b Sodhi I.,8,11,25,1,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Agar A.,c Jamieson K. b Sodhi I.,23,13,23,2,1
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Sams D.,c Jamieson K. b Sodhi I.,1,3,3,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Richardson K.,c Neesham J. b Sodhi I.,5,5,7,0,0
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Richardson J.,st & b Santner M.,11,11,18,0,1
22.02.2021 17:00,New Zealand,Australia,AUS Innings,Zampa A.,not out,13,8,9,2,0
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Guptill M.,c Agar A. b Sams D.,0,3,0,0,0
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Williamson K.,c Wade M. b Sams D.,12,13,17,2,0
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Seifert T.,b Richardson J.,1,5,9,0,0
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Conway D.,not out,99,59,93,10,3
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Phillips G.,c Marsh M. b Stoinis M.,30,20,34,0,3
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Neesham J.,c Wade M. b Richardson J.,26,15,23,3,0
22.02.2021 17:00,New Zealand,Australia,NZ Innings,Santner M.,not out,7,5,29,1,0
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Rizwan M.,lbw Shamsi T.,42,30,41,5,2
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ali H.,b Shamsi T.,15,13,27,1,1
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Azam B.,b Pretorius D.,44,30,40,5,1
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Talat H.,b Shamsi T.,5,6,12,0,0
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ali Asif,c Miller D. b Shamsi T.,7,8,21,0,0
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ashraf F.,c Miller D. b Fortuin B.,10,8,20,0,1
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Nawaz M.,not out,18,11,27,2,1
15.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ali Hasan,not out,20,7,13,1,2
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Malan J.,lbw Mahmood Z.,27,17,34,3,1
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Hendricks R.,b Nawaz M.,2,5,9,0,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Smuts J.,c Azam B. b Nawaz M.,1,6,10,0,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,van Biljon P.,b Ali Hasan,16,11,11,4,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Klaasen H.,c Qadir U. b Mahmood Z.,0,1,3,0,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Phehlukwayo A.,c Ali Asif b Qadir U.,0,3,6,0,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Miller D.,not out,85,45,73,5,7
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Pretorius D.,b Mahmood Z.,9,10,18,0,1
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Fortuin B.,b Ali Hasan,10,12,21,1,0
15.02.2021 00:00,Pakistan,South Africa,RSA Innings,Sipamla L.,not out,8,10,26,1,0
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,Malan J.,b Afridi S.,4,2,2,1,0
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,Smuts J.,c Azam B. b Afridi S.,7,8,11,1,0
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,Hendricks R.,c Ahmed I. b Qadir U.,42,30,59,3,3
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,van Biljon P.,c & b Nawaz M.,42,32,55,3,2
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,Miller D.,not out,25,19,26,2,1
14.02.2021 00:00,Pakistan,South Africa,RSA Innings,Klaasen H.,not out,17,9,19,2,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Rizwan M.,c Phehlukwayo A. b Pretorius D.,51,41,74,6,1
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Azam B.,lbw Pretorius D.,5,4,6,1,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ali H.,c Sipamla L. b Phehlukwayo A.,10,11,18,2,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Talat H.,c van Biljon P. b Shamsi T.,3,7,11,0,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ahmed I.,c Miller D. b Pretorius D.,20,21,32,2,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Shah K.,c Klaasen H. b Pretorius D.,15,18,21,2,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Ashraf F.,not out,30,12,21,2,2
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Nawaz M.,b Pretorius D.,0,2,2,0,0
14.02.2021 00:00,Pakistan,South Africa,PAK Innings,Qadir U.,not out,4,4,7,0,0
