Date,HomeTeam,AwayTeam,MatchInfo,TotalScore,Over 1,Over 2,Over 3,Over 4,Over 5,Over 6,Over 7,Over 8,Over 9,Over 10,Over 11,Over 12,Over 13,Over 14,Over 15,Over 16,Over 17,Over 18,Over 19,Over 20
08.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",105/7 (19),9 runs,5 runs,1 run,30 runs,4 runs,0 runs,3 runs,8 runs,2 runs,2 runs,2 runs,3 runs,4 runs,9 runs,3 runs,7 runs,3 runs,6 runs,4 runs,
07.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",127/9 (20),8 runs,1 run,2 runs,0 runs,6 runs,3 runs,13 runs,3 runs,9 runs,9 runs,9 runs,5 runs,1 run,5 runs,6 runs,10 runs,4 runs,11 runs,1 run,11 runs
07.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",117/4 (20),2 runs,1 run,6 runs,6 runs,5 runs,8 runs,4 runs,15 runs,3 runs,10 runs,11 runs,5 runs,3 runs,2 runs,12 runs,5 runs,6 runs,10 runs,8 runs,5 runs
05.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",123/5 (18.4),3 runs,6 runs,12 runs,1 run,7 runs,9 runs,3 runs,11 runs,6 runs,2 runs,6 runs,5 runs,11 runs,3 runs,5 runs,13 runs,5 runs,10 runs,5 runs,
05.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",121/7 (20),1 run,10 runs,2 runs,7 runs,7 runs,5 runs,2 runs,9 runs,3 runs,7 runs,9 runs,5 runs,10 runs,10 runs,3 runs,9 runs,3 runs,3 runs,5 runs,11 runs
04.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",30/0 (3),14 runs,12 runs,4 runs,,,,,,,,,,,,,,,,,
04.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",,,,,,,,,,,,,,,,,,,,,
04.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",131/7 (20),2 runs,9 runs,2 runs,8 runs,5 runs,2 runs,6 runs,8 runs,6 runs,4 runs,6 runs,9 runs,4 runs,2 runs,9 runs,4 runs,9 runs,6 runs,3 runs,4 runs
04.08.2021 00:00,Bangladesh,Australia,"Referee: Rashid N. (Ban), Venue: Shere Bangla National Stadium (Dhaka)",108/10 (20),6 runs,3 runs,6 runs,4 runs,7 runs,7 runs,4 runs,4 runs,11 runs,6 runs,3 runs,6 runs,9 runs,7 runs,6 runs,7 runs,8 runs,10 runs,6 runs,11 runs
02.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",15/0 (1.2),9 runs,6 runs,,,,,,,,,,,,,,,,,,
02.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",,,,,,,,,,,,,,,,,,,,,
01.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",150/4 (20),5 runs,8 runs,15 runs,11 runs,9 runs,7 runs,11 runs,4 runs,6 runs,9 runs,4 runs,5 runs,8 runs,10 runs,5 runs,17 runs,5 runs,6 runs,5 runs,7 runs
01.08.2021 03:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Providence Stadium (Providence)",157/8 (20),3 runs,9 runs,2 runs,13 runs,0 runs,4 runs,4 runs,11 runs,4 runs,9 runs,7 runs,5 runs,1 run,4 runs,8 runs,18 runs,10 runs,11 runs,15 runs,12 runs
30.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",82/3 (14.3),3 runs,2 runs,7 runs,8 runs,2 runs,1 run,10 runs,2 runs,2 runs,5 runs,6 runs,8 runs,10 runs,11 runs,5 runs,,,,,
30.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",81/8 (20),5 runs,7 runs,2 runs,9 runs,2 runs,4 runs,4 runs,2 runs,1 run,3 runs,3 runs,1 run,5 runs,5 runs,2 runs,7 runs,1 run,3 runs,9 runs,6 runs
29.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",133/6 (19.4),1 run,9 runs,3 runs,10 runs,6 runs,7 runs,3 runs,4 runs,10 runs,5 runs,4 runs,6 runs,4 runs,15 runs,7 runs,5 runs,6 runs,8 runs,12 runs,8 runs
29.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",132/5 (20),9 runs,6 runs,12 runs,4 runs,7 runs,7 runs,4 runs,2 runs,3 runs,7 runs,10 runs,10 runs,4 runs,3 runs,6 runs,6 runs,7 runs,7 runs,14 runs,4 runs
29.07.2021 02:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Kensington Oval (Bridgetown)",85/5 (9),7 runs,9 runs,9 runs,12 runs,8 runs,6 runs,11 runs,10 runs,13 runs,,,,,,,,,,,
29.07.2021 02:00,West Indies,Pakistan,"Referee: Richardson R. (Atg), Venue: Kensington Oval (Bridgetown)",,,,,,,,,,,,,,,,,,,,,
26.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",126/10 (18.3),4 runs,8 runs,6 runs,11 runs,6 runs,16 runs,4 runs,4 runs,11 runs,8 runs,9 runs,14 runs,4 runs,8 runs,8 runs,9 runs,7 runs,10 runs,8 runs,9 runs
26.07.2021 02:30,Sri Lanka,India,"Referee: Madugalle R. (Sri), Venue: R. Premadasa Stadium (Colombo)",164/5 (20),10 runs,10 runs,5 runs,8 runs,11 runs,2 runs,4 runs,2 runs,3 runs,9 runs,9 runs,9 runs,8 runs,14 runs,3 runs,6 runs,9 runs,3 runs,1 run,
25.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",193/5 (20),8 runs,7 runs,13 runs,20 runs,3 runs,12 runs,5 runs,10 runs,13 runs,10 runs,21 runs,4 runs,6 runs,7 runs,7 runs,3 runs,7 runs,19 runs,2 runs,16 runs
25.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",194/5 (19.2),13 runs,7 runs,5 runs,6 runs,13 runs,6 runs,6 runs,16 runs,9 runs,9 runs,12 runs,14 runs,12 runs,12 runs,2 runs,12 runs,12 runs,15 runs,8 runs,5 runs
25.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: Civil Service Cricket Club (Belfast)",140/9 (20),2 runs,6 runs,8 runs,7 runs,8 runs,4 runs,10 runs,10 runs,4 runs,4 runs,11 runs,13 runs,10 runs,13 runs,13 runs,10 runs,15 runs,12 runs,16 runs,13 runs
25.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: Civil Service Cricket Club (Belfast)",189/2 (20),8 runs,5 runs,9 runs,8 runs,6 runs,8 runs,5 runs,10 runs,10 runs,6 runs,3 runs,4 runs,7 runs,4 runs,6 runs,4 runs,11 runs,13 runs,8 runs,5 runs
23.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",166/6 (20),7 runs,7 runs,3 runs,9 runs,6 runs,10 runs,4 runs,6 runs,2 runs,6 runs,4 runs,9 runs,10 runs,10 runs,16 runs,9 runs,8 runs,6 runs,4 runs,7 runs
23.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",143/10 (19.5),4 runs,11 runs,7 runs,11 runs,8 runs,7 runs,6 runs,7 runs,10 runs,6 runs,6 runs,7 runs,4 runs,7 runs,11 runs,12 runs,11 runs,5 runs,16 runs,10 runs
23.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: Civil Service Cricket Club (Belfast)",117/10 (19.3),2 runs,12 runs,4 runs,6 runs,12 runs,2 runs,3 runs,9 runs,6 runs,2 runs,6 runs,4 runs,8 runs,6 runs,9 runs,12 runs,13 runs,7 runs,12 runs,24 runs
23.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: Civil Service Cricket Club (Belfast)",159/7 (20),1 run,7 runs,7 runs,4 runs,6 runs,13 runs,5 runs,3 runs,6 runs,4 runs,11 runs,11 runs,8 runs,6 runs,1 run,3 runs,10 runs,2 runs,7 runs,2 runs
22.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",152/10 (19),3 runs,9 runs,11 runs,15 runs,8 runs,4 runs,6 runs,18 runs,3 runs,14 runs,1 run,9 runs,9 runs,9 runs,1 run,10 runs,6 runs,7 runs,9 runs,
22.07.2021 22:30,Zimbabwe,Bangladesh,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",153/2 (18.5),5 runs,3 runs,1 run,14 runs,12 runs,8 runs,6 runs,7 runs,10 runs,10 runs,9 runs,14 runs,2 runs,8 runs,6 runs,7 runs,4 runs,16 runs,11 runs,
21.07.2021 05:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Old Trafford Cricket Ground (Manchester)",155/7 (19.4),3 runs,16 runs,5 runs,3 runs,12 runs,6 runs,15 runs,7 runs,5 runs,11 runs,11 runs,5 runs,5 runs,5 runs,3 runs,4 runs,10 runs,13 runs,10 runs,6 runs
21.07.2021 05:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Old Trafford Cricket Ground (Manchester)",154/6 (20),3 runs,8 runs,9 runs,9 runs,11 runs,10 runs,6 runs,11 runs,2 runs,4 runs,14 runs,5 runs,9 runs,7 runs,5 runs,3 runs,9 runs,10 runs,14 runs,5 runs
20.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: The Village (Dublin)",132/9 (20),11 runs,12 runs,10 runs,4 runs,7 runs,4 runs,4 runs,5 runs,4 runs,14 runs,8 runs,6 runs,15 runs,11 runs,5 runs,7 runs,12 runs,5 runs,4 runs,17 runs
20.07.2021 03:00,Ireland,South Africa,"Referee: Gallagher K. (Irl), Venue: The Village (Dublin)",165/7 (20),6 runs,11 runs,6 runs,2 runs,9 runs,4 runs,5 runs,4 runs,8 runs,7 runs,8 runs,4 runs,7 runs,12 runs,5 runs,4 runs,5 runs,9 runs,7 runs,9 runs
19.07.2021 01:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Headingley Stadium (Leeds)",200/10 (19.5),7 runs,12 runs,10 runs,6 runs,8 runs,8 runs,14 runs,6 runs,5 runs,4 runs,6 runs,7 runs,3 runs,9 runs,15 runs,12 runs,10 runs,3 runs,9 runs,1 run
19.07.2021 01:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Headingley Stadium (Leeds)",155/9 (20),11 runs,6 runs,6 runs,5 runs,19 runs,19 runs,15 runs,6 runs,3 runs,15 runs,5 runs,11 runs,15 runs,14 runs,4 runs,11 runs,13 runs,12 runs,3 runs,7 runs
17.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",199/8 (20),9 runs,15 runs,10 runs,12 runs,7 runs,13 runs,13 runs,10 runs,4 runs,9 runs,4 runs,10 runs,3 runs,8 runs,3 runs,18 runs,7 runs,10 runs,3 runs,15 runs
17.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",183/9 (20),9 runs,6 runs,16 runs,9 runs,20 runs,21 runs,3 runs,18 runs,13 runs,4 runs,5 runs,3 runs,25 runs,10 runs,7 runs,4 runs,4 runs,6 runs,7 runs,9 runs
17.07.2021 05:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Trent Bridge (Nottingham)",201/10 (19.2),5 runs,6 runs,16 runs,7 runs,9 runs,6 runs,9 runs,6 runs,11 runs,5 runs,13 runs,18 runs,10 runs,18 runs,16 runs,18 runs,10 runs,22 runs,16 runs,11 runs
17.07.2021 05:30,England,Pakistan,"Referee: Noon W. (Eng), Venue: Trent Bridge (Nottingham)",232/6 (20),7 runs,9 runs,20 runs,12 runs,2 runs,19 runs,14 runs,9 runs,18 runs,10 runs,5 runs,9 runs,8 runs,10 runs,9 runs,16 runs,12 runs,7 runs,5 runs,0 runs
15.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",185/6 (20),7 runs,6 runs,8 runs,25 runs,14 runs,12 runs,6 runs,8 runs,10 runs,16 runs,12 runs,7 runs,6 runs,4 runs,5 runs,8 runs,12 runs,2 runs,8 runs,13 runs
15.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",189/6 (20),7 runs,15 runs,11 runs,23 runs,6 runs,13 runs,10 runs,1 run,3 runs,7 runs,1 run,3 runs,7 runs,15 runs,10 runs,1 run,10 runs,11 runs,25 runs,6 runs
13.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",142/4 (14.5),4 runs,19 runs,2 runs,9 runs,8 runs,7 runs,4 runs,8 runs,8 runs,2 runs,22 runs,16 runs,7 runs,8 runs,18 runs,,,,,
13.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",141/6 (20),10 runs,8 runs,8 runs,6 runs,9 runs,4 runs,7 runs,4 runs,7 runs,9 runs,7 runs,2 runs,5 runs,6 runs,7 runs,10 runs,15 runs,6 runs,7 runs,4 runs
11.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",196/4 (20),9 runs,5 runs,5 runs,4 runs,9 runs,10 runs,9 runs,8 runs,8 runs,11 runs,6 runs,12 runs,5 runs,6 runs,4 runs,4 runs,9 runs,7 runs,8 runs,1 run
11.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",140/10 (19.2),9 runs,3 runs,1 run,14 runs,10 runs,9 runs,7 runs,6 runs,6 runs,8 runs,5 runs,10 runs,16 runs,14 runs,11 runs,6 runs,14 runs,15 runs,16 runs,16 runs
10.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",145/6 (20),8 runs,8 runs,16 runs,14 runs,7 runs,17 runs,10 runs,9 runs,9 runs,7 runs,6 runs,4 runs,4 runs,4 runs,3 runs,1 run,,,,
10.07.2021 11:30,West Indies,Australia,"Referee: Richardson R. (Atg), Venue: Darren Sammy Cricket Ground (Gros Islet)",127/10 (16),8 runs,1 run,2 runs,0 runs,11 runs,2 runs,10 runs,4 runs,4 runs,11 runs,6 runs,7 runs,7 runs,3 runs,16 runs,9 runs,16 runs,8 runs,11 runs,9 runs
04.07.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",143/9 (20),3 runs,4 runs,8 runs,6 runs,13 runs,15 runs,11 runs,11 runs,6 runs,10 runs,11 runs,14 runs,7 runs,9 runs,8 runs,6 runs,5 runs,6 runs,7 runs,8 runs
04.07.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",168/4 (20),11 runs,9 runs,4 runs,8 runs,13 runs,5 runs,15 runs,3 runs,6 runs,3 runs,6 runs,1 run,15 runs,4 runs,9 runs,2 runs,10 runs,15 runs,3 runs,1 run
02.07.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",167/6 (20),8 runs,3 runs,8 runs,13 runs,8 runs,3 runs,7 runs,5 runs,7 runs,7 runs,8 runs,2 runs,8 runs,8 runs,14 runs,10 runs,7 runs,1 run,11 runs,8 runs
02.07.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",146/9 (20),20 runs,7 runs,5 runs,3 runs,11 runs,11 runs,1 run,2 runs,3 runs,4 runs,4 runs,8 runs,8 runs,7 runs,5 runs,2 runs,11 runs,12 runs,25 runs,18 runs
30.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",166/7 (20),7 runs,8 runs,16 runs,11 runs,2 runs,7 runs,6 runs,11 runs,17 runs,6 runs,6 runs,6 runs,14 runs,5 runs,9 runs,9 runs,6 runs,4 runs,11 runs,6 runs
30.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",167/8 (20),11 runs,9 runs,8 runs,8 runs,11 runs,1 run,8 runs,3 runs,14 runs,16 runs,7 runs,3 runs,7 runs,4 runs,10 runs,4 runs,16 runs,9 runs,4 runs,13 runs
28.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",150/9 (20),3 runs,12 runs,14 runs,18 runs,11 runs,11 runs,8 runs,4 runs,5 runs,9 runs,8 runs,7 runs,12 runs,5 runs,11 runs,7 runs,5 runs,7 runs,6 runs,3 runs
28.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",166/7 (20),7 runs,13 runs,7 runs,11 runs,3 runs,12 runs,3 runs,5 runs,3 runs,2 runs,6 runs,4 runs,7 runs,5 runs,7 runs,9 runs,7 runs,18 runs,2 runs,19 runs
27.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",161/2 (15),8 runs,15 runs,9 runs,20 runs,11 runs,10 runs,11 runs,4 runs,2 runs,3 runs,21 runs,10 runs,6 runs,16 runs,15 runs,,,,,
27.06.2021 06:00,West Indies,South Africa,"Referee: Richardson R. (Atg), Venue: National Cricket Stadium (St. George's)",160/6 (20),4 runs,11 runs,17 runs,1 run,13 runs,7 runs,9 runs,6 runs,12 runs,6 runs,9 runs,5 runs,4 runs,5 runs,5 runs,8 runs,11 runs,7 runs,7 runs,13 runs
27.06.2021 01:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: The Rose Bowl (Hampshire)",180/6 (20),12 runs,2 runs,6 runs,3 runs,10 runs,6 runs,4 runs,3 runs,3 runs,4 runs,7 runs,2 runs,2 runs,0 runs,3 runs,4 runs,9 runs,8 runs,3 runs,
27.06.2021 01:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: The Rose Bowl (Hampshire)",91/10 (18.5),3 runs,3 runs,8 runs,8 runs,17 runs,9 runs,7 runs,7 runs,17 runs,14 runs,5 runs,8 runs,8 runs,11 runs,18 runs,4 runs,4 runs,9 runs,3 runs,17 runs
25.06.2021 05:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: Sophia Gardens (Cardiff)",108/5 (16.1),5 runs,4 runs,6 runs,4 runs,2 runs,5 runs,3 runs,8 runs,7 runs,3 runs,8 runs,10 runs,7 runs,4 runs,5 runs,3 runs,4 runs,2 runs,7 runs,14 runs
25.06.2021 05:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: Sophia Gardens (Cardiff)",111/7 (20),1 run,5 runs,4 runs,7 runs,12 runs,2 runs,6 runs,7 runs,6 runs,5 runs,7 runs,7 runs,5 runs,12 runs,7 runs,9 runs,6 runs,,,
24.06.2021 05:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: Sophia Gardens (Cardiff)",130/2 (17.1),7 runs,7 runs,13 runs,17 runs,7 runs,10 runs,6 runs,9 runs,4 runs,3 runs,4 runs,15 runs,3 runs,7 runs,1 run,4 runs,12 runs,1 run,,
24.06.2021 05:30,England,Sri Lanka,"Referee: Whitticase P. (Eng), Venue: Sophia Gardens (Cardiff)",129/7 (20),2 runs,7 runs,7 runs,10 runs,7 runs,6 runs,6 runs,5 runs,2 runs,5 runs,12 runs,5 runs,5 runs,5 runs,10 runs,3 runs,3 runs,4 runs,13 runs,12 runs
25.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",141/7 (20),5 runs,6 runs,4 runs,13 runs,7 runs,8 runs,6 runs,5 runs,5 runs,7 runs,6 runs,9 runs,12 runs,7 runs,9 runs,7 runs,14 runs,10 runs,18 runs,7 runs
25.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",165/3 (20),11 runs,7 runs,5 runs,8 runs,6 runs,11 runs,9 runs,4 runs,8 runs,9 runs,8 runs,6 runs,9 runs,2 runs,5 runs,4 runs,8 runs,12 runs,3 runs,6 runs
23.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",118/9 (20),3 runs,7 runs,4 runs,2 runs,5 runs,5 runs,6 runs,5 runs,1 run,6 runs,8 runs,5 runs,4 runs,5 runs,6 runs,7 runs,2 runs,6 runs,12 runs,0 runs
23.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",99/10 (19.5),4 runs,5 runs,5 runs,4 runs,5 runs,2 runs,2 runs,6 runs,7 runs,7 runs,7 runs,11 runs,6 runs,8 runs,6 runs,3 runs,17 runs,9 runs,2 runs,2 runs
21.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",138/7 (20),6 runs,2 runs,5 runs,8 runs,11 runs,10 runs,3 runs,10 runs,8 runs,4 runs,7 runs,8 runs,7 runs,4 runs,3 runs,8 runs,7 runs,13 runs,5 runs,20 runs
21.04.2021 21:00,Zimbabwe,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Harare Sports Club (Harare)",149/7 (20),5 runs,13 runs,3 runs,5 runs,4 runs,5 runs,12 runs,10 runs,9 runs,7 runs,4 runs,5 runs,5 runs,8 runs,3 runs,4 runs,11 runs,9 runs,8 runs,8 runs
17.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: SuperSport Park (Centurion)",144/10 (19.3),4 runs,12 runs,7 runs,7 runs,6 runs,17 runs,11 runs,7 runs,4 runs,10 runs,2 runs,13 runs,10 runs,4 runs,5 runs,4 runs,7 runs,11 runs,2 runs,1 run
17.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: SuperSport Park (Centurion)",149/7 (19.5),4 runs,9 runs,6 runs,8 runs,16 runs,14 runs,18 runs,5 runs,12 runs,7 runs,4 runs,3 runs,3 runs,3 runs,3 runs,2 runs,3 runs,9 runs,10 runs,10 runs
15.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: SuperSport Park (Centurion)",203/5 (20),2 runs,8 runs,14 runs,9 runs,19 runs,13 runs,7 runs,4 runs,13 runs,11 runs,16 runs,14 runs,10 runs,3 runs,5 runs,10 runs,8 runs,15 runs,13 runs,9 runs
15.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: SuperSport Park (Centurion)",205/1 (18),3 runs,8 runs,16 runs,15 runs,4 runs,18 runs,8 runs,9 runs,11 runs,9 runs,11 runs,9 runs,14 runs,15 runs,21 runs,10 runs,13 runs,11 runs,,
13.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Wanderers Stadium (Johannesburg)",141/4 (14),6 runs,12 runs,8 runs,12 runs,7 runs,13 runs,9 runs,13 runs,8 runs,4 runs,8 runs,14 runs,10 runs,17 runs,,,,,,
13.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Wanderers Stadium (Johannesburg)",140/9 (20),7 runs,2 runs,2 runs,6 runs,7 runs,11 runs,11 runs,9 runs,5 runs,5 runs,7 runs,18 runs,3 runs,6 runs,3 runs,8 runs,14 runs,4 runs,7 runs,5 runs
11.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Wanderers Stadium (Johannesburg)",188/6 (20),9 runs,3 runs,16 runs,3 runs,6 runs,11 runs,7 runs,12 runs,18 runs,13 runs,4 runs,14 runs,13 runs,11 runs,11 runs,8 runs,4 runs,6 runs,5 runs,14 runs
11.04.2021 00:30,South Africa,Pakistan,"Referee: Pycroft AJ (Zim), Venue: Wanderers Stadium (Johannesburg)",189/6 (19.5),3 runs,7 runs,7 runs,20 runs,4 runs,7 runs,14 runs,6 runs,5 runs,13 runs,14 runs,3 runs,7 runs,8 runs,14 runs,5 runs,14 runs,16 runs,11 runs,11 runs
06.04.2021 00:30,Namibia,Uganda,,189/3 (20),9 runs,3 runs,16 runs,3 runs,6 runs,11 runs,7 runs,12 runs,18 runs,13 runs,4 runs,14 runs,13 runs,11 runs,11 runs,8 runs,4 runs,6 runs,5 runs,14 runs
06.04.2021 00:30,Namibia,Uganda,,124/10 (20),3 runs,7 runs,7 runs,20 runs,4 runs,7 runs,14 runs,6 runs,5 runs,13 runs,14 runs,3 runs,7 runs,8 runs,14 runs,5 runs,14 runs,16 runs,11 runs,11 runs
05.04.2021 20:00,Namibia,Uganda,,134/6 (20),9 runs,3 runs,16 runs,3 runs,6 runs,11 runs,7 runs,12 runs,18 runs,13 runs,4 runs,14 runs,13 runs,11 runs,11 runs,8 runs,4 runs,6 runs,5 runs,14 runs
05.04.2021 20:00,Namibia,Uganda,,65/5 (12.4),3 runs,7 runs,7 runs,20 runs,4 runs,7 runs,14 runs,6 runs,5 runs,13 runs,14 runs,3 runs,7 runs,8 runs,14 runs,5 runs,14 runs,16 runs,11 runs,11 runs
04.04.2021 00:30,Namibia,Uganda,,135/3 (14.5),9 runs,3 runs,16 runs,3 runs,6 runs,11 runs,7 runs,12 runs,18 runs,13 runs,4 runs,14 runs,13 runs,11 runs,11 runs,8 runs,4 runs,6 runs,5 runs,14 runs
04.04.2021 00:30,Namibia,Uganda,,134/5 (20),3 runs,7 runs,7 runs,20 runs,4 runs,7 runs,14 runs,6 runs,5 runs,13 runs,14 runs,3 runs,7 runs,8 runs,14 runs,5 runs,14 runs,16 runs,11 runs,11 runs
01.04.2021 18:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: Eden Park (Auckland)",141/4 (10),11 runs,12 runs,8 runs,6 runs,9 runs,7 runs,12 runs,5 runs,4 runs,2 runs,,,,,,,,,,
01.04.2021 18:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: Eden Park (Auckland)",76/10 (9.3),9 runs,14 runs,20 runs,12 runs,14 runs,21 runs,19 runs,13 runs,9 runs,10 runs,,,,,,,,,,
30.03.2021 18:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: McLean Park (Napier)",173/5 (17.5),6 runs,7 runs,6 runs,11 runs,7 runs,19 runs,20 runs,4 runs,5 runs,9 runs,6 runs,10 runs,8 runs,8 runs,3 runs,13 runs,,,,
